effect,group,term,estimate,std.error,statistic,df,metric,model_id,formula,study_id,p.value,dataID,p.adjust
group_slope,climate,Temperate,0.024104153670726797,0.045780367627802306,NA,16.391530969480346,SES_FDiv,climate,value ~ year_scaled * climate + (year_scaled|study_id/rarefyID),NA,0.6055810443536287,NA,0.9187348093774437
group_slope,climate,Temperate/Tropical,-0.1814153217988816,0.7372618651731437,NA,3946.9597607537758,SES_FDiv,climate,value ~ year_scaled * climate + (year_scaled|study_id/rarefyID),NA,0.8056436811383403,NA,0.9999999999992204
group_slope,climate,Tropical,-0.06366014168896618,0.1973692760923721,NA,188.09370489417614,SES_FDiv,climate,value ~ year_scaled * climate + (year_scaled|study_id/rarefyID),NA,0.7473993619420356,NA,0.9912361120768451
contrast,climate,Global - (Polar/Temperate),0.08068772542127825,0.31189042835044556,0.2587053595970445,42.201953540126986,SES_FDiv,climate,value ~ year_scaled * climate + (year_scaled|study_id/rarefyID),NA,0.9989726504836213,NA,0.9999999999992204
contrast,climate,Global - Temperate,-0.10574163671969203,0.1396006511794398,-0.7574580478408651,6.738979110418702,SES_FDiv,climate,value ~ year_scaled * climate + (year_scaled|study_id/rarefyID),NA,0.9349066634865446,NA,0.9999999999992204
contrast,climate,Global - (Temperate/Tropical),0.09977783874991636,0.7489643233079729,0.13322108362815552,1368.4030676661591,SES_FDiv,climate,value ~ year_scaled * climate + (year_scaled|study_id/rarefyID),NA,0.9999291228443125,NA,0.9999999999992204
contrast,climate,Global - Tropical,-0.01797734135999905,0.23737550609701477,-0.07573376737805355,35.11533579807222,SES_FDiv,climate,value ~ year_scaled * climate + (year_scaled|study_id/rarefyID),NA,0.9999921457294454,NA,0.9999999999992204
contrast,climate,(Polar/Temperate) - Temperate,-0.18642936214097028,0.28631971920769667,-0.65112302658321,87.04451685417907,SES_FDiv,climate,value ~ year_scaled * climate + (year_scaled|study_id/rarefyID),NA,0.9659972406677593,NA,0.9999999999992204
contrast,climate,(Polar/Temperate) - (Temperate/Tropical),0.01909011332863811,0.7895810264853256,0.0241775228738895,1441.385644150008,SES_FDiv,climate,value ~ year_scaled * climate + (year_scaled|study_id/rarefyID),NA,0.9999999224974752,NA,0.9999999999992204
contrast,climate,(Polar/Temperate) - Tropical,-0.0986650667812773,0.34472854638434647,-0.28621089786766063,117.1243359027411,SES_FDiv,climate,value ~ year_scaled * climate + (year_scaled|study_id/rarefyID),NA,0.9985134691373254,NA,0.9999999999992204
contrast,climate,Temperate - (Temperate/Tropical),0.2055194754696084,0.7386818665018924,0.27822461168956,3588.7426643578965,SES_FDiv,climate,value ~ year_scaled * climate + (year_scaled|study_id/rarefyID),NA,0.998689768018433,NA,0.9999999999992204
contrast,climate,Temperate - Tropical,0.08776429535969298,0.20260916367569293,0.4331704142472707,155.5674623832032,SES_FDiv,climate,value ~ year_scaled * climate + (year_scaled|study_id/rarefyID),NA,0.9926097011745294,NA,0.9999999999992204
contrast,climate,(Temperate/Tropical) - Tropical,-0.11775518010991541,0.7632232235616326,-0.15428668373114082,2731.2623173752613,SES_FDiv,climate,value ~ year_scaled * climate + (year_scaled|study_id/rarefyID),NA,0.9998729456133679,NA,0.9999999999992204
fixed,NA,(Intercept),-0.1800017346393731,0.11757620840572343,-1.5309367182367049,24.53580205916497,SES_FDiv,protected_area,value ~ year_scaled * protected_area + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
fixed,NA,year_scaled,0.003535928138241851,0.04054345993898479,0.08721328035552929,13.67153133672688,SES_FDiv,protected_area,value ~ year_scaled * protected_area + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
fixed,NA,protected_areaTRUE,-0.4938749477690292,0.3194749946112316,-1.5458954725706295,56.07548076833615,SES_FDiv,protected_area,value ~ year_scaled * protected_area + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
fixed,NA,year_scaled:protected_areaTRUE,-0.1107417007270666,0.1480457957477696,-0.7480232732562079,199.8894571713341,SES_FDiv,protected_area,value ~ year_scaled * protected_area + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,rarefyID:study_id,sd__(Intercept),0.5954064858142005,NA,NA,NA,SES_FDiv,protected_area,value ~ year_scaled * protected_area + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,rarefyID:study_id,cor__(Intercept).year_scaled,-0.005379177044569458,NA,NA,NA,SES_FDiv,protected_area,value ~ year_scaled * protected_area + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,rarefyID:study_id,sd__year_scaled,0.23337138718940909,NA,NA,NA,SES_FDiv,protected_area,value ~ year_scaled * protected_area + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,study_id,sd__(Intercept),0.5760970391056623,NA,NA,NA,SES_FDiv,protected_area,value ~ year_scaled * protected_area + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,study_id,cor__(Intercept).year_scaled,-0.22202968265970166,NA,NA,NA,SES_FDiv,protected_area,value ~ year_scaled * protected_area + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,study_id,sd__year_scaled,0.10943644901241678,NA,NA,NA,SES_FDiv,protected_area,value ~ year_scaled * protected_area + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.6227674012376634,NA,NA,NA,SES_FDiv,protected_area,value ~ year_scaled * protected_area + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
group_slope,protected_area,FALSE,0.003535928138241851,0.04054345993898479,NA,13.67153133672688,SES_FDiv,protected_area,value ~ year_scaled * protected_area + (year_scaled|study_id/rarefyID),NA,0.9317664866656004,NA,0.9999999999992204
group_slope,protected_area,TRUE,-0.10720577258882474,0.14238604389042578,NA,313.96096407439967,SES_FDiv,protected_area,value ~ year_scaled * protected_area + (year_scaled|study_id/rarefyID),NA,0.45206017486729255,NA,0.815619136412401
contrast,protected_area,FALSE - TRUE,0.1107417007270666,0.1480457957477696,0.7480232732562079,199.8894571713341,SES_FDiv,protected_area,value ~ year_scaled * protected_area + (year_scaled|study_id/rarefyID),NA,0.4553252732955835,NA,0.8178568070841354
fixed,NA,(Intercept),0.0972645363312401,0.16660043821181816,0.583819210652835,38.8324110066852,SES_FEve,base,value ~ year_scaled + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
fixed,NA,year_scaled,-0.014677025640271018,0.02467779442001154,-0.5947462480021809,1.9025856784372517,SES_FEve,base,value ~ year_scaled + (year_scaled|study_id/rarefyID),NA,0.6150236976661267,NA,0.9200091936769288
ran_pars,rarefyID:study_id,sd__(Intercept),0.402003843375491,NA,NA,NA,SES_FEve,base,value ~ year_scaled + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,rarefyID:study_id,cor__(Intercept).year_scaled,-0.20769638859692313,NA,NA,NA,SES_FEve,base,value ~ year_scaled + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,rarefyID:study_id,sd__year_scaled,0.170187399062226,NA,NA,NA,SES_FEve,base,value ~ year_scaled + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,study_id,sd__(Intercept),1.0803080690266813,NA,NA,NA,SES_FEve,base,value ~ year_scaled + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,study_id,cor__(Intercept).year_scaled,-0.529773549233804,NA,NA,NA,SES_FEve,base,value ~ year_scaled + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
ran_pars,study_id,sd__year_scaled,0.04276472957145669,NA,NA,NA,SES_FEve,base,value ~ year_scaled + (year_scaled|study_id/rarefyID),NA,NA,NA,NA
